0,1,2,3,4,5,6,7,8,9
0.01887,0.01444,0.01171,0.04508,0.01648,0.02712,0.00951,0.01005,0.04827,0.04669,
0.05915,0.07589,0.07633,0.04508,0.01745,0.07859,0.05542,0.02147,0.01753,0.05947,
0.06544,0.07697,0.06625,0.04508,0.00359,0.02674,0.06361,0.05717,0.02043,0.01539,
0.01400,0.01623,0.06048,0.04508,0.00969,0.07899,0.00628,0.01033,0.07829,0.07582,
0.05438,0.01323,0.05827,0.04508,0.01885,0.01325,0.01433,0.01628,0.00434,0.06259,
0.06575,0.04111,0.04457,0.04508,0.01784,0.02067,0.05968,0.01883,0.04734,0.02596,
0.07594,0.04591,0.00310,0.04508,0.00933,0.00991,0.04875,0.02940,0.03966,0.02769,
0.03027,0.06128,0.07728,0.04508,0.06009,0.05990,0.00800,0.01190,0.01279,0.04974,
0.09103,0.06307,0.08421,0.04508,0.08924,0.09738,0.03374,0.08436,0.07768,0.08464,
0.10211,0.09987,0.05877,0.04508,0.01651,0.09205,0.03841,0.05764,0.13333,0.01779,
0.14349,0.03464,0.09953,0.04508,0.09248,0.11049,0.12148,0.12185,0.08958,0.02635,
0.09137,0.03819,0.14973,0.04508,0.12003,0.02973,0.18971,0.20229,0.07910,0.02122,
0.03115,0.04651,0.01397,0.04508,0.01436,0.08451,0.09539,0.11287,0.04126,0.07792,
0.06971,0.10586,0.02189,0.04508,0.09128,0.00499,0.15022,0.09674,0.04398,0.02597,
0.01024,0.14823,0.11545,0.04508,0.11494,0.09040,0.08839,0.01547,0.07813,0.08998,
0.04507,0.09552,0.22891,0.04508,0.19128,0.17763,0.24801,0.17474,0.08861,0.13707,
0.09312,0.17770,0.12573,0.04508,0.14730,0.01101,0.03953,0.23117,0.04640,0.05720,
0.21786,1.13907,0.37506,1.27965,0.70328,1.14746,1.30107,1.11236,1.07882,0.35397,
0.45190,0.16922,0.37506,1.09936,0.18955,1.11672,0.85542,0.29033,0.73741,0.15703,
0.91314,0.40364,0.44142,0.76871,0.18955,0.43698,1.11853,0.03001,0.44674,0.31023,
0.48609,0.28217,0.23287,0.14723,0.18955,0.35819,0.24110,0.33146,0.12237,0.29971,
0.15672,0.18032,0.05748,0.28146,0.03535,0.06127,0.08162,0.11903,0.12237,0.10182,
0.10203,0.18708,0.03394,0.06345,0.03535,0.24393,0.02453,0.01863,0.14385,0.01580,
0.00977,0.21506,0.10542,0.21512,0.07654,0.09552,0.10499,0.09595,0.20561,0.01580,
0.05896,0.04239,0.18690,0.14277,0.02838,0.15934,0.02232,0.01826,0.21465,0.01580,
0.08434,0.01649,0.08570,0.07674,0.02478,0.06655,0.06397,0.11250,0.02001,0.01580,
0.09679,0.09789,0.08938,0.15731,0.09658,0.04923,0.12980,0.04681,0.06617,0.01580,
0.10287,0.03593,0.09346,0.01356,0.03105,0.10942,0.10107,0.07941,0.08836,0.01580,
0.67245,0.30341,0.25807,0.13867,0.04021,0.33138,0.76905,0.37169,0.68010,0.71936,
0.28357,0.25280,0.14294,0.17655,0.07780,0.33138,0.02530,0.14911,0.14148,0.32921,
0.12116,0.25280,0.14264,0.27150,0.11422,0.16462,0.23916,0.03356,0.06063,0.08733,
0.13167,0.11273,0.32589,0.22759,0.08940,0.07976,0.14088,0.02143,0.00660,0.08947,
0.40016,1.06936,0.22853,0.15790,0.77016,0.45921,0.14088,0.31515,0.07998,0.86957,
0.02634,0.08623,0.26439,0.07472,0.49544,0.04203,0.18208,0.11240,0.07998,0.44530,
0.09703,0.13137,0.24314,0.21916,0.05786,0.18440,0.00984,0.09026,0.05637,0.14854,
